Logdir logdir\ndnf_dreamer_demo_anneal_s0
Create envs.
Simulate agent.
Encoder CNN shapes: {}
Encoder MLP shapes: {'symbolic': (147,)}
Decoder CNN shapes: {}
Decoder MLP shapes: {'symbolic': (147,)}
        39,632: rssm
       146,181: actor
       210,431: value
        78,335: reward
        13,057: cont
       170,240: encoder
       182,675: decoder
Optimizer has: 840551 parameters.
Evaluating the policy...
[0] episode/eval_score 0.0 / episode/eval_length 360.0
[140066] train/ndnf_delta 0.1 / train/dyn_entropy 6.1 / train/rep_entropy 4.0 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.8 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.0 / train/loss/repval 1.2 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4375.0 / fps/fps 43.9
[140382] episode/score 0.0 / episode/length 360.0
[140742] episode/score 0.0 / episode/length 360.0
[141102] episode/score 0.0 / episode/length 360.0
[141462] episode/score 0.0 / episode/length 360.0
[141822] episode/score 0.0 / episode/length 360.0
[142182] episode/score 0.0 / episode/length 360.0
[142542] episode/score 0.0 / episode/length 360.0
[142902] episode/score 0.0 / episode/length 360.0
[143262] episode/score 0.0 / episode/length 360.0
[143622] episode/score 0.0 / episode/length 360.0
[143982] episode/score 0.0 / episode/length 360.0
[144342] episode/score 0.0 / episode/length 360.0
[144702] episode/score 0.0 / episode/length 360.0
[145062] episode/score 0.0 / episode/length 360.0
[145066] train/ndnf_delta 0.1 / train/dyn_entropy 6.0 / train/rep_entropy 4.0 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.7 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.8 / train/loss/rew 0.1 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.0 / train/loss/repval 1.3 / train/opt/loss 4.2 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4532.0 / fps/fps 51.8
[145422] episode/score 0.0 / episode/length 360.0
[145782] episode/score 0.0 / episode/length 360.0
[146142] episode/score 0.0 / episode/length 360.0
[146502] episode/score 0.0 / episode/length 360.0
[146862] episode/score 0.0 / episode/length 360.0
[147222] episode/score 0.0 / episode/length 360.0
[147582] episode/score 0.0 / episode/length 360.0
[147942] episode/score 0.0 / episode/length 360.0
[148302] episode/score 0.0 / episode/length 360.0
[148662] episode/score 0.0 / episode/length 360.0
[149022] episode/score 0.0 / episode/length 360.0
[149382] episode/score 0.0 / episode/length 360.0
[149742] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[150000] episode/eval_score 0.0 / episode/eval_length 360.0
[150066] train/ndnf_delta 0.1 / train/dyn_entropy 5.7 / train/rep_entropy 3.9 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.0 / train/loss/repval 1.1 / train/opt/loss 3.6 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4688.0 / fps/fps 51.5
[150102] episode/score 0.0 / episode/length 360.0
[150462] episode/score 0.0 / episode/length 360.0
[150822] episode/score 0.0 / episode/length 360.0
[151182] episode/score 0.0 / episode/length 360.0
[151446] episode/score 0.3 / episode/length 264.0
[151806] episode/score 0.0 / episode/length 360.0
[152166] episode/score 0.0 / episode/length 360.0
[152526] episode/score 0.0 / episode/length 360.0
[152886] episode/score 0.0 / episode/length 360.0
[153246] episode/score 0.0 / episode/length 360.0
[153606] episode/score 0.0 / episode/length 360.0
[153966] episode/score 0.0 / episode/length 360.0
[154326] episode/score 0.0 / episode/length 360.0
[154686] episode/score 0.0 / episode/length 360.0
[155046] episode/score 0.0 / episode/length 360.0
[155066] train/ndnf_delta 0.1 / train/dyn_entropy 6.1 / train/rep_entropy 4.2 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.0 / train/ret_replay_min 0.6 / train/ret_replay_max 0.8 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.3 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 1.0 / train/loss/repval 1.1 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4844.0 / fps/fps 52.4
[155319] episode/score 0.3 / episode/length 273.0
[155679] episode/score 0.0 / episode/length 360.0
[156039] episode/score 0.0 / episode/length 360.0
[156399] episode/score 0.0 / episode/length 360.0
[156759] episode/score 0.0 / episode/length 360.0
[157119] episode/score 0.0 / episode/length 360.0
[157479] episode/score 0.0 / episode/length 360.0
[157839] episode/score 0.0 / episode/length 360.0
[158199] episode/score 0.0 / episode/length 360.0
[158559] episode/score 0.0 / episode/length 360.0
[158919] episode/score 0.0 / episode/length 360.0
[159279] episode/score 0.0 / episode/length 360.0
[159639] episode/score 0.0 / episode/length 360.0
[159999] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[160000] episode/eval_score 0.0 / episode/eval_length 360.0
[160066] train/ndnf_delta 0.1 / train/dyn_entropy 5.9 / train/rep_entropy 4.0 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.9 / train/loss/repval 0.9 / train/opt/loss 3.9 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5000.0 / fps/fps 50.6
[160359] episode/score 0.0 / episode/length 360.0
[160719] episode/score 0.0 / episode/length 360.0
[161079] episode/score 0.0 / episode/length 360.0
[161439] episode/score 0.0 / episode/length 360.0
[161799] episode/score 0.0 / episode/length 360.0
[162159] episode/score 0.0 / episode/length 360.0
[162519] episode/score 0.0 / episode/length 360.0
[162879] episode/score 0.0 / episode/length 360.0
[163239] episode/score 0.0 / episode/length 360.0
[163599] episode/score 0.0 / episode/length 360.0
[163959] episode/score 0.0 / episode/length 360.0
[164319] episode/score 0.0 / episode/length 360.0
[164679] episode/score 0.0 / episode/length 360.0
[165039] episode/score 0.0 / episode/length 360.0
[165066] train/ndnf_delta 0.1 / train/dyn_entropy 5.6 / train/rep_entropy 3.6 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.6 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 0.8 / train/opt/loss 3.3 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5157.0 / fps/fps 51.2
[165399] episode/score 0.0 / episode/length 360.0
[165759] episode/score 0.0 / episode/length 360.0
[166119] episode/score 0.0 / episode/length 360.0
[166414] episode/score 0.3 / episode/length 295.0
[166774] episode/score 0.0 / episode/length 360.0
[167134] episode/score 0.0 / episode/length 360.0
[167494] episode/score 0.0 / episode/length 360.0
[167688] episode/score 0.5 / episode/length 194.0
[167762] episode/score 0.8 / episode/length 74.0
[168045] episode/score 0.3 / episode/length 283.0
[168405] episode/score 0.0 / episode/length 360.0
[168765] episode/score 0.0 / episode/length 360.0
[169125] episode/score 0.0 / episode/length 360.0
[169276] episode/score 0.6 / episode/length 151.0
[169636] episode/score 0.0 / episode/length 360.0
[169996] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[170000] episode/eval_score 0.1 / episode/eval_length 330.7
[170066] train/ndnf_delta 0.1 / train/dyn_entropy 5.7 / train/rep_entropy 3.8 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 0.9 / train/opt/loss 3.5 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5313.0 / fps/fps 47.0
[170356] episode/score 0.0 / episode/length 360.0
[170716] episode/score 0.0 / episode/length 360.0
[171076] episode/score 0.0 / episode/length 360.0
[171436] episode/score 0.0 / episode/length 360.0
[171796] episode/score 0.0 / episode/length 360.0
[172156] episode/score 0.0 / episode/length 360.0
[172516] episode/score 0.0 / episode/length 360.0
[172587] episode/score 0.8 / episode/length 71.0
[172947] episode/score 0.0 / episode/length 360.0
[173307] episode/score 0.0 / episode/length 360.0
[173667] episode/score 0.0 / episode/length 360.0
[174027] episode/score 0.0 / episode/length 360.0
[174387] episode/score 0.0 / episode/length 360.0
[174747] episode/score 0.0 / episode/length 360.0
[175066] train/ndnf_delta 0.1 / train/dyn_entropy 5.8 / train/rep_entropy 4.1 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.0 / train/ret_replay_min 0.6 / train/ret_replay_max 0.7 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 0.8 / train/opt/loss 3.3 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5469.0 / fps/fps 47.6
[175107] episode/score 0.0 / episode/length 360.0
[175467] episode/score 0.0 / episode/length 360.0
[175753] episode/score 0.3 / episode/length 286.0
[176113] episode/score 0.0 / episode/length 360.0
[176473] episode/score 0.0 / episode/length 360.0
[176833] episode/score 0.0 / episode/length 360.0
[177193] episode/score 0.0 / episode/length 360.0
[177553] episode/score 0.0 / episode/length 360.0
[177752] episode/score 0.5 / episode/length 199.0
[178112] episode/score 0.0 / episode/length 360.0
[178472] episode/score 0.0 / episode/length 360.0
[178539] episode/score 0.8 / episode/length 67.0
[178616] episode/score 0.8 / episode/length 77.0
[178885] episode/score 0.3 / episode/length 269.0
[179245] episode/score 0.0 / episode/length 360.0
[179605] episode/score 0.0 / episode/length 360.0
[179965] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[180000] episode/eval_score 0.0 / episode/eval_length 360.0
[180066] train/ndnf_delta 0.1 / train/dyn_entropy 5.5 / train/rep_entropy 3.5 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.8 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 1.0 / train/opt/loss 3.6 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5625.0 / fps/fps 44.2
[180325] episode/score 0.0 / episode/length 360.0
[180685] episode/score 0.0 / episode/length 360.0
[180729] episode/score 0.9 / episode/length 44.0
[181089] episode/score 0.0 / episode/length 360.0
[181231] episode/score 0.6 / episode/length 142.0
[181508] episode/score 0.3 / episode/length 277.0
[181868] episode/score 0.0 / episode/length 360.0
[182127] episode/score 0.4 / episode/length 259.0
[182311] episode/score 0.5 / episode/length 184.0
[182538] episode/score 0.4 / episode/length 227.0
[182632] episode/score 0.8 / episode/length 94.0
[182843] episode/score 0.5 / episode/length 211.0
[183203] episode/score 0.0 / episode/length 360.0
[183563] episode/score 0.0 / episode/length 360.0
[183923] episode/score 0.0 / episode/length 360.0
[184283] episode/score 0.0 / episode/length 360.0
[184643] episode/score 0.0 / episode/length 360.0
[184658] episode/score 1.0 / episode/length 15.0
[184771] episode/score 0.7 / episode/length 113.0
[185066] train/ndnf_delta 0.1 / train/dyn_entropy 5.3 / train/rep_entropy 3.2 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.8 / train/loss/repval 0.9 / train/opt/loss 3.3 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5782.0 / fps/fps 44.2
[185131] episode/score 0.0 / episode/length 360.0
[185357] episode/score 0.4 / episode/length 226.0
[185717] episode/score 0.0 / episode/length 360.0
[186018] episode/score 0.2 / episode/length 301.0
[186378] episode/score 0.0 / episode/length 360.0
[186738] episode/score 0.0 / episode/length 360.0
[187098] episode/score 0.0 / episode/length 360.0
[187221] episode/score 0.7 / episode/length 123.0
[187581] episode/score 0.0 / episode/length 360.0
[187941] episode/score 0.0 / episode/length 360.0
[188301] episode/score 0.0 / episode/length 360.0
[188661] episode/score 0.0 / episode/length 360.0
[189021] episode/score 0.0 / episode/length 360.0
[189381] episode/score 0.0 / episode/length 360.0
[189741] episode/score 0.0 / episode/length 360.0
[189853] episode/score 0.7 / episode/length 112.0
[189928] episode/score 0.8 / episode/length 75.0
Evaluating the policy...
[190000] episode/eval_score 0.1 / episode/eval_length 326.1
[190066] train/ndnf_delta 0.1 / train/dyn_entropy 5.5 / train/rep_entropy 3.4 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.3 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.6 / train/loss/rep 1.6 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.8 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.7 / train/loss/repval 1.1 / train/opt/loss 3.7 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 5938.0 / fps/fps 46.7
[190288] episode/score 0.0 / episode/length 360.0
[190648] episode/score 0.0 / episode/length 360.0
[191008] episode/score 0.0 / episode/length 360.0
[191368] episode/score 0.0 / episode/length 360.0
[191728] episode/score 0.0 / episode/length 360.0
[191873] episode/score 0.6 / episode/length 145.0
[192233] episode/score 0.0 / episode/length 360.0
[192593] episode/score 0.0 / episode/length 360.0
[192953] episode/score 0.0 / episode/length 360.0
[193313] episode/score 0.0 / episode/length 360.0
[193336] episode/score 0.9 / episode/length 23.0
[193696] episode/score 0.0 / episode/length 360.0
[194056] episode/score 0.0 / episode/length 360.0
[194416] episode/score 0.0 / episode/length 360.0
[194776] episode/score 0.0 / episode/length 360.0
[195066] train/ndnf_delta 0.1 / train/dyn_entropy 5.3 / train/rep_entropy 3.2 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 1.0 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.7 / train/loss/repval 0.9 / train/opt/loss 3.2 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6094.0 / fps/fps 52.3
[195136] episode/score 0.0 / episode/length 360.0
[195419] episode/score 0.3 / episode/length 283.0
[195779] episode/score 0.0 / episode/length 360.0
[196139] episode/score 0.0 / episode/length 360.0
[196499] episode/score 0.0 / episode/length 360.0
[196859] episode/score 0.0 / episode/length 360.0
[197219] episode/score 0.0 / episode/length 360.0
[197289] episode/score 0.8 / episode/length 70.0
[197649] episode/score 0.0 / episode/length 360.0
[197851] episode/score 0.5 / episode/length 202.0
[197897] episode/score 0.9 / episode/length 46.0
[198257] episode/score 0.0 / episode/length 360.0
[198617] episode/score 0.0 / episode/length 360.0
[198963] episode/score 0.1 / episode/length 346.0
[199323] episode/score 0.0 / episode/length 360.0
[199683] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[200000] episode/eval_score 0.0 / episode/eval_length 357.8
[200043] episode/score 0.0 / episode/length 360.0
[200066] train/ndnf_delta 0.1 / train/dyn_entropy 5.2 / train/rep_entropy 3.2 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.9 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.5 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.6 / train/loss/repval 1.0 / train/opt/loss 3.1 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6250.0 / fps/fps 51.4
[200403] episode/score 0.0 / episode/length 360.0
[200763] episode/score 0.0 / episode/length 360.0
[201123] episode/score 0.0 / episode/length 360.0
[201483] episode/score 0.0 / episode/length 360.0
[201843] episode/score 0.0 / episode/length 360.0
[202203] episode/score 0.0 / episode/length 360.0
[202563] episode/score 0.0 / episode/length 360.0
[202923] episode/score 0.0 / episode/length 360.0
[203283] episode/score 0.0 / episode/length 360.0
[203643] episode/score 0.0 / episode/length 360.0
[204003] episode/score 0.0 / episode/length 360.0
[204363] episode/score 0.0 / episode/length 360.0
[204560] episode/score 0.5 / episode/length 197.0
[204920] episode/score 0.0 / episode/length 360.0
[205066] train/ndnf_delta 0.1 / train/dyn_entropy 4.9 / train/rep_entropy 2.9 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.5 / train/ret_095 0.6 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 1.0 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.0 / train/ret_replay_min 0.5 / train/ret_replay_max 0.6 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.5 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.5 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.6 / train/loss/repval 0.9 / train/opt/loss 2.9 / train/opt/lr 0.0 / train/opt/grad_scale 65536.0 / train/opt/updates 6407.0 / fps/fps 52.0
[205280] episode/score 0.0 / episode/length 360.0
[205640] episode/score 0.0 / episode/length 360.0
[206000] episode/score 0.0 / episode/length 360.0
[206351] episode/score 0.1 / episode/length 351.0
[206711] episode/score 0.0 / episode/length 360.0
[207071] episode/score 0.0 / episode/length 360.0
[207431] episode/score 0.0 / episode/length 360.0
